Language,Total Records,File Name,Run Number,Point,Cycles
c,10000,10000_rows.csv,5,Start Validate Person Rows,69002487942117
c,10000,10000_rows.csv,5,Start Quick Sort Person Rows,69002492470467
c,10000,10000_rows.csv,5,Start Print Person Rows,69002495184055
c,10000,10000_rows.csv,5,Start Free Used Memory,69002498177473
c,10000,10000_rows.csv,5,End Program,69002501715981
c,10000,10000_rows.csv,6,Start Read People CSV File,69003410831151
c,10000,10000_rows.csv,6,Start Validate Person Rows,69003414289139
c,10000,10000_rows.csv,6,Start Quick Sort Person Rows,69003418650237
c,10000,10000_rows.csv,6,Start Print Person Rows,69003421376711
c,10000,10000_rows.csv,6,Start Free Used Memory,69003425041657
c,10000,10000_rows.csv,6,End Program,69003428331515
c,10000,10000_rows.csv,7,Start Read People CSV File,69004336451241
c,10000,10000_rows.csv,7,Start Validate Person Rows,69004339887157
c,10000,10000_rows.csv,7,Start Quick Sort Person Rows,69004344179573
c,10000,10000_rows.csv,7,Start Print Person Rows,69004346932279
c,10000,10000_rows.csv,7,Start Free Used Memory,69004350633087
c,10000,10000_rows.csv,7,End Program,69004353866061
c,10000,10000_rows.csv,8,Start Read People CSV File,69005264489215
c,10000,10000_rows.csv,8,Start Validate Person Rows,69005267974149
c,10000,10000_rows.csv,8,Start Quick Sort Person Rows,69005272289903
c,10000,10000_rows.csv,8,Start Print Person Rows,69005274904461
c,10000,10000_rows.csv,8,Start Free Used Memory,69005278390919
c,10000,10000_rows.csv,8,End Program,69005281686065
c,10000,10000_rows.csv,9,Start Read People CSV File,69006190949215
c,10000,10000_rows.csv,9,Start Validate Person Rows,69006194319881
c,10000,10000_rows.csv,9,Start Quick Sort Person Rows,69006198620963
c,10000,10000_rows.csv,9,Start Print Person Rows,69006201356495
c,10000,10000_rows.csv,9,Start Free Used Memory,69006204863749
c,10000,10000_rows.csv,9,End Program,69006208091405
c,10000,10000_rows.csv,10,Start Read People CSV File,69007115058689
c,10000,10000_rows.csv,10,Start Validate Person Rows,69007118484699
c,10000,10000_rows.csv,10,Start Quick Sort Person Rows,69007122716641
c,10000,10000_rows.csv,10,Start Print Person Rows,69007125409641
c,10000,10000_rows.csv,10,Start Free Used Memory,69007128568491
c,10000,10000_rows.csv,10,End Program,69007132232775
c,1000,1000_rows.csv,1,Start Read People CSV File,69008044220169
c,1000,1000_rows.csv,1,Start Validate Person Rows,69008045157403
c,1000,1000_rows.csv,1,Start Quick Sort Person Rows,69008046123681
c,1000,1000_rows.csv,1,Start Print Person Rows,69008046883569
c,1000,1000_rows.csv,1,Start Free Used Memory,69008047673957
c,1000,1000_rows.csv,1,End Program,69008048574251
c,1000,1000_rows.csv,2,Start Read People CSV File,69008947108531
c,1000,1000_rows.csv,2,Start Validate Person Rows,69008948031281
c,1000,1000_rows.csv,2,Start Quick Sort Person Rows,69008949026325
c,1000,1000_rows.csv,2,Start Print Person Rows,69008949782623
c,1000,1000_rows.csv,2,Start Free Used Memory,69008950537615
c,1000,1000_rows.csv,2,End Program,69008951439399
