Language,Total Records,File Name,Run Number,Point,Cycles
c,25000,25000_rows.csv,4,Start Quick Sort Person Rows,7469427451821
c,25000,25000_rows.csv,4,Start Print Person Rows,7469508152536
c,25000,25000_rows.csv,4,Start Free Used Memory,7469563897200
c,25000,25000_rows.csv,4,End Program,7469612246353
c,25000,25000_rows.csv,5,Start Read People CSV File,7474262730250
c,25000,25000_rows.csv,5,Start Validate Person Rows,7474308688287
c,25000,25000_rows.csv,5,Start Quick Sort Person Rows,7474352722727
c,25000,25000_rows.csv,5,Start Print Person Rows,7474433196083
c,25000,25000_rows.csv,5,Start Free Used Memory,7474488953317
c,25000,25000_rows.csv,5,End Program,7474537289305
c,25000,25000_rows.csv,6,Start Read People CSV File,7479193341036
c,25000,25000_rows.csv,6,Start Validate Person Rows,7479239178017
c,25000,25000_rows.csv,6,Start Quick Sort Person Rows,7479283072205
c,25000,25000_rows.csv,6,Start Print Person Rows,7479363465501
c,25000,25000_rows.csv,6,Start Free Used Memory,7479419664283
c,25000,25000_rows.csv,6,End Program,7479467900185
c,25000,25000_rows.csv,7,Start Read People CSV File,7484150229900
c,25000,25000_rows.csv,7,Start Validate Person Rows,7484196983992
c,25000,25000_rows.csv,7,Start Quick Sort Person Rows,7484241110388
c,25000,25000_rows.csv,7,Start Print Person Rows,7484321614603
c,25000,25000_rows.csv,7,Start Free Used Memory,7484377512108
c,25000,25000_rows.csv,7,End Program,7484426120266
c,25000,25000_rows.csv,8,Start Read People CSV File,7489046080630
c,25000,25000_rows.csv,8,Start Validate Person Rows,7489091921451
c,25000,25000_rows.csv,8,Start Quick Sort Person Rows,7489135959964
c,25000,25000_rows.csv,8,Start Print Person Rows,7489216291551
c,25000,25000_rows.csv,8,Start Free Used Memory,7489272304208
c,25000,25000_rows.csv,8,End Program,7489320729640
c,25000,25000_rows.csv,9,Start Read People CSV File,7493985580156
c,25000,25000_rows.csv,9,Start Validate Person Rows,7494031181467
c,25000,25000_rows.csv,9,Start Quick Sort Person Rows,7494075132651
c,25000,25000_rows.csv,9,Start Print Person Rows,7494155391303
c,25000,25000_rows.csv,9,Start Free Used Memory,7494211476398
c,25000,25000_rows.csv,9,End Program,7494259977049
c,25000,25000_rows.csv,10,Start Read People CSV File,7498884095997
c,25000,25000_rows.csv,10,Start Validate Person Rows,7498929962298
c,25000,25000_rows.csv,10,Start Quick Sort Person Rows,7498973765397
c,25000,25000_rows.csv,10,Start Print Person Rows,7499054204234
c,25000,25000_rows.csv,10,Start Free Used Memory,7499110325656
c,25000,25000_rows.csv,10,End Program,7499158664886
c,2500,2500_rows.csv,1,Start Read People CSV File,7503588337882
c,2500,2500_rows.csv,1,Start Validate Person Rows,7503595725920
c,2500,2500_rows.csv,1,Start Quick Sort Person Rows,7503602667743
c,2500,2500_rows.csv,1,Start Print Person Rows,7503607707171
c,2500,2500_rows.csv,1,Start Free Used Memory,7503616453433
c,2500,2500_rows.csv,1,End Program,7503623046153
c,2500,2500_rows.csv,2,Start Read People CSV File,7507990978189
c,2500,2500_rows.csv,2,Start Validate Person Rows,7507998382846
c,2500,2500_rows.csv,2,Start Quick Sort Person Rows,7508005373659
c,2500,2500_rows.csv,2,Start Print Person Rows,7508010256677
c,2500,2500_rows.csv,2,Start Free Used Memory,7508019057049
c,2500,2500_rows.csv,2,End Program,7508025828967
c,2500,2500_rows.csv,3,Start Read People CSV File,7512414094256
c,2500,2500_rows.csv,3,Start Validate Person Rows,7512421408590
c,2500,2500_rows.csv,3,Start Quick Sort Person Rows,7512428425169
c,2500,2500_rows.csv,3,Start Print Person Rows,7512433332977
c,2500,2500_rows.csv,3,Start Free Used Memory,7512439322646
c,2500,2500_rows.csv,3,End Program,7512448717364
c,2500,2500_rows.csv,4,Start Read People CSV File,7516860891816
c,2500,2500_rows.csv,4,Start Validate Person Rows,7516868280996
c,2500,2500_rows.csv,4,Start Quick Sort Person Rows,7516875244278
c,2500,2500_rows.csv,4,Start Print Person Rows,7516880117962
c,2500,2500_rows.csv,4,Start Free Used Memory,7516888874700
c,2500,2500_rows.csv,4,End Program,7516895470109
c,2500,2500_rows.csv,5,Start Read People CSV File,7521316632517
c,2500,2500_rows.csv,5,Start Validate Person Rows,7521323982378
c,2500,2500_rows.csv,5,Start Quick Sort Person Rows,7521330998218
c,2500,2500_rows.csv,5,Start Print Person Rows,7521335942257
c,2500,2500_rows.csv,5,Start Free Used Memory,7521341943538
c,2500,2500_rows.csv,5,End Program,7521351321984
c,2500,2500_rows.csv,6,Start Read People CSV File,7525768994965
c,2500,2500_rows.csv,6,Start Validate Person Rows,7525776447591
c,2500,2500_rows.csv,6,Start Quick Sort Person Rows,7525783390689
c,2500,2500_rows.csv,6,Start Print Person Rows,7525788306511
c,2500,2500_rows.csv,6,Start Free Used Memory,7525797093894
c,2500,2500_rows.csv,6,End Program,7525803753160
c,2500,2500_rows.csv,7,Start Read People CSV File,7530212481173
c,2500,2500_rows.csv,7,Start Validate Person Rows,7530219840713
c,2500,2500_rows.csv,7,Start Quick Sort Person Rows,7530226958311
c,2500,2500_rows.csv,7,Start Print Person Rows,7530231852235
c,2500,2500_rows.csv,7,Start Free Used Memory,7530237839017
c,2500,2500_rows.csv,7,End Program,7530247255798
c,2500,2500_rows.csv,8,Start Read People CSV File,7534647744536
c,2500,2500_rows.csv,8,Start Validate Person Rows,7534655141468
c,2500,2500_rows.csv,8,Start Quick Sort Person Rows,7534662214400
c,2500,2500_rows.csv,8,Start Print Person Rows,7534667240005
c,2500,2500_rows.csv,8,Start Free Used Memory,7534673274660
c,2500,2500_rows.csv,8,End Program,7534682672070
c,2500,2500_rows.csv,9,Start Read People CSV File,7539052264021
c,2500,2500_rows.csv,9,Start Validate Person Rows,7539059695310
c,2500,2500_rows.csv,9,Start Quick Sort Person Rows,7539066647076
c,2500,2500_rows.csv,9,Start Print Person Rows,7539072107148
c,2500,2500_rows.csv,9,Start Free Used Memory,7539081221083
c,2500,2500_rows.csv,9,End Program,7539087819945
c,2500,2500_rows.csv,10,Start Read People CSV File,7543502777006
c,2500,2500_rows.csv,10,Start Validate Person Rows,7543510978126
c,2500,2500_rows.csv,10,Start Quick Sort Person Rows,7543519011332
c,2500,2500_rows.csv,10,Start Print Person Rows,7543524655462
c,2500,2500_rows.csv,10,Start Free Used Memory,7543534314316
c,2500,2500_rows.csv,10,End Program,7543542035049
c,50000,50000_rows.csv,1,Start Read People CSV File,7548610790939
c,50000,50000_rows.csv,1,Start Validate Person Rows,7548698740422
c,50000,50000_rows.csv,1,Start Quick Sort Person Rows,7548784331887
c,50000,50000_rows.csv,1,Start Print Person Rows,7549060909154
c,50000,50000_rows.csv,1,Start Free Used Memory,7549169864106
c,50000,50000_rows.csv,1,End Program,7549270099344
c,50000,50000_rows.csv,2,Start Read People CSV File,7554313041966
c,50000,50000_rows.csv,2,Start Validate Person Rows,7554401939265
c,50000,50000_rows.csv,2,Start Quick Sort Person Rows,7554501868497
c,50000,50000_rows.csv,2,Start Print Person Rows,7554780456149
c,50000,50000_rows.csv,2,Start Free Used Memory,7554892902628
c,50000,50000_rows.csv,2,End Program,7554993388984
c,50000,50000_rows.csv,3,Start Read People CSV File,7560034206793
c,50000,50000_rows.csv,3,Start Validate Person Rows,7560122495587
c,50000,50000_rows.csv,3,Start Quick Sort Person Rows,7560208012808
c,50000,50000_rows.csv,3,Start Print Person Rows,7560484694170
c,50000,50000_rows.csv,3,Start Free Used Memory,7560594866649
c,50000,50000_rows.csv,3,End Program,7560695285903
c,50000,50000_rows.csv,4,Start Read People CSV File,7565755899049
c,50000,50000_rows.csv,4,Start Validate Person Rows,7565844157378
c,50000,50000_rows.csv,4,Start Quick Sort Person Rows,7565929830564
c,50000,50000_rows.csv,4,Start Print Person Rows,7566206588684
c,50000,50000_rows.csv,4,Start Free Used Memory,7566315944311
c,50000,50000_rows.csv,4,End Program,7566416502292
c,50000,50000_rows.csv,5,Start Read People CSV File,7571468400603
c,50000,50000_rows.csv,5,Start Validate Person Rows,7571556679226
c,50000,50000_rows.csv,5,Start Quick Sort Person Rows,7571641867949
c,50000,50000_rows.csv,5,Start Print Person Rows,7571919366749
c,50000,50000_rows.csv,5,Start Free Used Memory,7572029370915
c,50000,50000_rows.csv,5,End Program,7572129517251
c,50000,50000_rows.csv,6,Start Read People CSV File,7577163358318
c,50000,50000_rows.csv,6,Start Validate Person Rows,7577251651729
c,50000,50000_rows.csv,6,Start Quick Sort Person Rows,7577336993507
c,50000,50000_rows.csv,6,Start Print Person Rows,7577613729489
c,50000,50000_rows.csv,6,Start Free Used Memory,7577722893092
c,50000,50000_rows.csv,6,End Program,7577823426153
c,50000,50000_rows.csv,7,Start Read People CSV File,7582850610395
c,50000,50000_rows.csv,7,Start Validate Person Rows,7582946638757
c,50000,50000_rows.csv,7,Start Quick Sort Person Rows,7583032590712
c,50000,50000_rows.csv,7,Start Print Person Rows,7583309627245
c,50000,50000_rows.csv,7,Start Free Used Memory,7583419127121
c,50000,50000_rows.csv,7,End Program,7583519342347
c,50000,50000_rows.csv,8,Start Read People CSV File,7588557208844
c,50000,50000_rows.csv,8,Start Validate Person Rows,7588645728513
c,50000,50000_rows.csv,8,Start Quick Sort Person Rows,7588730843560
c,50000,50000_rows.csv,8,Start Print Person Rows,7589011165300
c,50000,50000_rows.csv,8,Start Free Used Memory,7589129251285
c,50000,50000_rows.csv,8,End Program,7589229676169
c,50000,50000_rows.csv,9,Start Read People CSV File,7594293096873
c,50000,50000_rows.csv,9,Start Validate Person Rows,7594381439269
c,50000,50000_rows.csv,9,Start Quick Sort Person Rows,7594466934731
c,50000,50000_rows.csv,9,Start Print Person Rows,7594744026385
c,50000,50000_rows.csv,9,Start Free Used Memory,7594853190676
c,50000,50000_rows.csv,9,End Program,7594953426664
c,50000,50000_rows.csv,10,Start Read People CSV File,7600020584865
c,50000,50000_rows.csv,10,Start Validate Person Rows,7600108851072
c,50000,50000_rows.csv,10,Start Quick Sort Person Rows,7600194020407
c,50000,50000_rows.csv,10,Start Print Person Rows,7600471010878
c,50000,50000_rows.csv,10,Start Free Used Memory,7600580875081
c,50000,50000_rows.csv,10,End Program,7600680954792
c,5000,5000_rows.csv,1,Start Read People CSV File,7605096016164
c,5000,5000_rows.csv,1,Start Validate Person Rows,7605107800057
c,5000,5000_rows.csv,1,Start Quick Sort Person Rows,7605119020926
c,5000,5000_rows.csv,1,Start Print Person Rows,7605127501986
c,5000,5000_rows.csv,1,Start Free Used Memory,7605141396021
c,5000,5000_rows.csv,1,End Program,7605151988984
c,5000,5000_rows.csv,2,Start Read People CSV File,7609562188303
c,5000,5000_rows.csv,2,Start Validate Person Rows,7609573948077
c,5000,5000_rows.csv,2,Start Quick Sort Person Rows,7609585297188
c,5000,5000_rows.csv,2,Start Print Person Rows,7609594332706
c,5000,5000_rows.csv,2,Start Free Used Memory,7609607975937
c,5000,5000_rows.csv,2,End Program,7609618693782
c,5000,5000_rows.csv,3,Start Read People CSV File,7614037013302
c,5000,5000_rows.csv,3,Start Validate Person Rows,7614048807343
c,5000,5000_rows.csv,3,Start Quick Sort Person Rows,7614060030653
c,5000,5000_rows.csv,3,Start Print Person Rows,7614068412023
c,5000,5000_rows.csv,3,Start Free Used Memory,7614082342664
c,5000,5000_rows.csv,3,End Program,7614092939158
c,5000,5000_rows.csv,4,Start Read People CSV File,7618489421150
c,5000,5000_rows.csv,4,Start Validate Person Rows,7618502668787
c,5000,5000_rows.csv,4,Start Quick Sort Person Rows,7618516343316
c,5000,5000_rows.csv,4,Start Print Person Rows,7618525907853
c,5000,5000_rows.csv,4,Start Free Used Memory,7618542326778
